No,BlockID,Previous,PH,Volt,Datetime,Hash
3596,62c6f2fe8310f,8320703,9.811351,2.073957,22:51:42 07-07-2022,3833767
3597,62c6f30a85307,3833767,6.490142,2.671774,22:51:54 07-07-2022,1569089
3598,62c6f31688961,1569089,8.434307,2.321825,22:52:06 07-07-2022,9332825
3599,62c6f32299094,9332825,7.731632,2.448306,22:52:18 07-07-2022,957222
3600,62c6f32e938b4,957222,7.665084,2.460285,22:52:30 07-07-2022,6240021
3601,62c6f33a9bebc,6240021,7.712559,2.451739,22:52:42 07-07-2022,7837107
3602,62c6f34698fe0,7837107,6.34357,2.698157,22:52:54 07-07-2022,03843522
3603,62c6f3529f7f6,03843522,9.137156,2.195312,22:53:06 07-07-2022,5202332
3604,62c6f35ea4038,5202332,8.257984,2.353563,22:53:18 07-07-2022,09784996
3605,62c6f36aa675b,09784996,6.804987,2.615102,22:53:30 07-07-2022,611528
3606,62c6f376aad51,611528,9.965891,2.046139,22:53:42 07-07-2022,4473185
3607,62c6f382b1749,4473185,7.818438,2.432681,22:53:54 07-07-2022,7316581
3608,62c6f38ebca11,7316581,6.359846,2.695228,22:54:06 07-07-2022,7516317
3609,62c6f39abd247,7516317,9.245666,2.17578,22:54:18 07-07-2022,1090581
3610,62c6f3a6bcf4d,1090581,9.603743,2.111326,22:54:30 07-07-2022,5857368
3611,62c6f3b2c10b2,5857368,9.379945,2.15161,22:54:42 07-07-2022,7807486
3612,62c6f3bece2e5,7807486,10.10695,2.020748,22:54:54 07-07-2022,8005767
3613,62c6f3cacbe39,8005767,8.331226,2.340379,22:55:06 07-07-2022,8739124
3614,62c6f3d6d6102,8739124,6.985465,2.582616,22:55:18 07-07-2022,6947428
3615,62c6f3e2d2f34,6947428,9.584754,2.114744,22:55:30 07-07-2022,6317922
3616,62c6f3eedbfc4,6317922,6.83347,2.609975,22:55:42 07-07-2022,8255514
3617,62c6f3fae43a4,8255514,9.758369,2.083493,22:55:54 07-07-2022,8418674
3618,62c6f406ecbe3,8418674,7.411447,2.505939,22:56:06 07-07-2022,739562
3619,62c6f412f04ec,739562,7.854974,2.426105,22:56:18 07-07-2022,4121662
3620,62c6f41ef21b4,4121662,7.19714,2.544515,22:56:30 07-07-2022,9376907
3621,62c6f42af1a6c,9376907,6.677488,2.638052,22:56:42 07-07-2022,04550529
3622,62c6f437017ec,04550529,6.712584,2.631735,22:56:55 07-07-2022,6675758
3623,62c6f443076aa,6675758,7.23512,2.537678,22:57:07 07-07-2022,6826481
3624,62c6f44f13e88,6826481,8.610722,2.29007,22:57:19 07-07-2022,263815
3625,62c6f45b0d9ff,263815,9.590182,2.113767,22:57:31 07-07-2022,06321514
3626,62c6f467135c0,06321514,6.76294,2.622671,22:57:43 07-07-2022,3357086
3627,62c6f4732169e,3357086,10.12476,2.017544,22:57:55 07-07-2022,3645412
3628,62c6f47f22388,3645412,6.36934,2.693519,22:58:07 07-07-2022,05420339
3629,62c6f48b45312,05420339,9.073408,2.206786,22:58:19 07-07-2022,8319167
3630,62c6f497286ac,8319167,10.14493,2.013912,22:58:31 07-07-2022,4589403
3631,62c6f4a328637,4589403,9.602389,2.11157,22:58:43 07-07-2022,8985597
3632,62c6f4af2e322,8985597,6.484714,2.672751,22:58:55 07-07-2022,8166731
3633,62c6f4bb31b05,8166731,10.06906,2.027569,22:59:07 07-07-2022,6083565
3634,62c6f4c73d791,6083565,6.578389,2.65589,22:59:19 07-07-2022,7929463
3635,62c6f4d33a032,7929463,9.472178,2.135008,22:59:31 07-07-2022,0781157
3636,62c6f4df474a8,0781157,9.105876,2.200942,22:59:43 07-07-2022,8803268
3637,62c6f4eb455e8,8803268,6.714025,2.631475,22:59:55 07-07-2022,4223988
3638,62c6f4f74ed59,4223988,6.579576,2.655676,23:00:07 07-07-2022,01062405
3639,62c6f5034fffb,01062405,7.355834,2.51595,23:00:19 07-07-2022,9586182
3640,62c6f50f50533,9586182,10.26048,1.993114,23:00:31 07-07-2022,1160176
3641,62c6f51b54c4c,1160176,9.195481,2.184813,23:00:43 07-07-2022,3750004
3642,62c6f527599b3,3750004,6.851102,2.606802,23:00:55 07-07-2022,1886888
3643,62c6f5335dca5,1886888,10.20478,2.003139,23:01:07 07-07-2022,2531751
3644,62c6f53f61f4a,2531751,8.010956,2.398028,23:01:19 07-07-2022,1854298
3645,62c6f54b66354,1854298,6.700461,2.633917,23:01:31 07-07-2022,7933736
3646,62c6f5577271b,7933736,9.683769,2.096921,23:01:43 07-07-2022,9555429
3647,62c6f563750a7,9555429,9.535926,2.123533,23:01:55 07-07-2022,2613109
3648,62c6f56f7c7fe,2613109,9.183271,2.187011,23:02:07 07-07-2022,1872258
3649,62c6f57b8334c,1872258,6.872804,2.602895,23:02:19 07-07-2022,9028421
3650,62c6f5878021f,9028421,7.354393,2.516209,23:02:31 07-07-2022,6599818
3651,62c6f59382fd7,6599818,9.709539,2.092283,23:02:43 07-07-2022,9063531
3652,62c6f59f87544,9063531,9.84526,2.067853,23:02:55 07-07-2022,8455438
3653,62c6f5ab8dd80,8455438,8.456012,2.317918,23:03:07 07-07-2022,121623
3654,62c6f5b798d55,121623,10.2292,1.998745,23:03:19 07-07-2022,3798971
3655,62c6f5c39d52a,3798971,9.293138,2.167235,23:03:31 07-07-2022,3198011
3656,62c6f5cf9ba50,3198011,7.675938,2.458331,23:03:43 07-07-2022,8274187
3657,62c6f5db9f484,8274187,7.412803,2.505695,23:03:55 07-07-2022,02171981
3658,62c6f5e7a3841,02171981,8.427528,2.323045,23:04:07 07-07-2022,9454826
3659,62c6f5f3a681b,9454826,9.523716,2.125731,23:04:19 07-07-2022,1541369
3660,62c6f5ffab197,1541369,10.13824,2.015118,23:04:31 07-07-2022,04413843
3661,62c6f60bb976b,04413843,10.18452,2.006786,23:04:43 07-07-2022,1026775
3662,62c6f617b5f31,1026775,9.636297,2.105466,23:04:55 07-07-2022,2216566
3663,62c6f623b8898,2216566,9.689195,2.095945,23:05:07 07-07-2022,6012511
3664,62c6f62fbd347,6012511,6.344926,2.697913,23:05:19 07-07-2022,06421065
3665,62c6f63bc6a87,06421065,10.11102,2.020016,23:05:31 07-07-2022,2443397
3666,62c6f647d194c,2443397,6.324581,2.701575,23:05:43 07-07-2022,08533489
3667,62c6f653cb60a,08533489,6.677404,2.638067,23:05:55 07-07-2022,1404396
3668,62c6f65fd041c,1404396,6.985382,2.582631,23:06:07 07-07-2022,4250827
3669,62c6f66bd7539,4250827,9.41114,2.145995,23:06:19 07-07-2022,3658838
3670,62c6f677d9842,3658838,7.301499,2.52573,23:06:31 07-07-2022,850604
3671,62c6f683e75c3,850604,8.763988,2.262482,23:06:43 07-07-2022,1819247
3672,62c6f68fe62a7,1819247,8.5741,2.296662,23:06:55 07-07-2022,6785889
3673,62c6f69bf1fe0,6785889,8.388195,2.330125,23:07:07 07-07-2022,404072
3674,62c6f6a802b08,404072,6.928416,2.592885,23:07:20 07-07-2022,5190942
3675,62c6f6b406429,5190942,10.06897,2.027585,23:07:32 07-07-2022,5477606
3676,62c6f6c01256a,5477606,10.17621,2.008282,23:07:44 07-07-2022,4569557
3677,62c6f6cc15726,4569557,10.24428,1.996029,23:07:56 07-07-2022,7532214
3678,62c6f6d81710a,7532214,9.485742,2.132566,23:08:08 07-07-2022,7382944
3679,62c6f6e41c44a,7382944,7.750536,2.444903,23:08:20 07-07-2022,5694492
3680,62c6f6f023939,5694492,6.433088,2.682044,23:08:32 07-07-2022,1102337
3681,62c6f6fc2a48d,1102337,6.738436,2.627081,23:08:44 07-07-2022,870676
3682,62c6f708354d7,870676,10.09212,2.023419,23:08:56 07-07-2022,7324719
3683,62c6f7143d84d,7324719,6.446736,2.679587,23:09:08 07-07-2022,3688494
3684,62c6f7203941b,3688494,9.468109,2.13574,23:09:20 07-07-2022,338909
3685,62c6f72c3f031,338909,8.418032,2.324754,23:09:32 07-07-2022,1019734
3686,62c6f73845dfb,1019734,6.560586,2.659094,23:09:44 07-07-2022,0441041
3687,62c6f7444a1e0,0441041,6.561943,2.65885,23:09:56 07-07-2022,8306628
3688,62c6f75053490,8306628,7.171285,2.549169,23:10:08 07-07-2022,1067387
3689,62c6f75c52a4e,1067387,9.84789,2.06738,23:10:20 07-07-2022,8601493
3690,62c6f7685eedb,8601493,7.425008,2.503499,23:10:32 07-07-2022,03780365
3691,62c6f77467d91,03780365,7.271654,2.531102,23:10:44 07-07-2022,8806559
3692,62c6f78062b57,8806559,9.474888,2.13452,23:10:56 07-07-2022,04298925
3693,62c6f78c68c52,04298925,9.820761,2.072263,23:11:08 07-07-2022,06875694
3694,62c6f7986ce70,06875694,8.545614,2.301789,23:11:20 07-07-2022,1247772
3695,62c6f7a479f97,1247772,6.41003,2.686194,23:11:32 07-07-2022,4253954
3696,62c6f7b0768d0,4253954,7.808859,2.434405,23:11:44 07-07-2022,72969
3697,62c6f7bc7b2f2,72969,10.13544,2.015621,23:11:56 07-07-2022,3566096
3698,62c6f7c88001a,3566096,8.100473,2.381915,23:12:08 07-07-2022,5379419
3699,62c6f7d48cb01,5379419,6.249983,2.715003,23:12:20 07-07-2022,5840482
3700,62c6f7e08a011,5840482,9.346035,2.157714,23:12:32 07-07-2022,5644481
3701,62c6f7ec95ef2,5644481,8.129129,2.376757,23:12:44 07-07-2022,766865
3702,62c6f7f8934f5,766865,7.689498,2.45589,23:12:56 07-07-2022,9400929
3703,62c6f804986b3,9400929,9.797703,2.076413,23:13:08 07-07-2022,9034861
3704,62c6f8109fd8a,9034861,6.951556,2.58872,23:13:20 07-07-2022,3127536
3705,62c6f81ca91f7,3127536,6.258121,2.713538,23:13:32 07-07-2022,01029646
3706,62c6f828a6982,01029646,7.321841,2.522069,23:13:44 07-07-2022,8963821
3707,62c6f834abb2f,8963821,10.07042,2.027325,23:13:56 07-07-2022,5598011
3708,62c6f840b835c,5598011,9.086971,2.204345,23:14:08 07-07-2022,408256
3709,62c6f84cb899c,408256,7.690855,2.455646,23:14:20 07-07-2022,2150549
3710,62c6f858bc0c1,2150549,9.804484,2.075193,23:14:32 07-07-2022,02086365
3711,62c6f864c81a9,02086365,10.24962,1.995068,23:14:44 07-07-2022,4099035
3712,62c6f870c6908,4099035,9.332473,2.160155,23:14:56 07-07-2022,3443314
3713,62c6f87cccd24,3443314,6.302877,2.705482,23:15:08 07-07-2022,8246245
3714,62c6f888d4b2f,8246245,6.707243,2.632696,23:15:20 07-07-2022,722046e-05
3715,62c6f894d4f74,722046e-05,6.438514,2.681067,23:15:32 07-07-2022,2624944
3716,62c6f8a0d9ec0,2624944,7.517241,2.486897,23:15:44 07-07-2022,7893476
3717,62c6f8acded9b,7893476,9.843821,2.068112,23:15:56 07-07-2022,573612
3718,62c6f8b8ec9e2,573612,10.27548,1.990414,23:16:08 07-07-2022,9666407
3719,62c6f8c4e6c58,9666407,10.29727,1.986492,23:16:20 07-07-2022,3728765
3720,62c6f8d0eced7,3728765,10.25505,1.994091,23:16:32 07-07-2022,9194451
3721,62c6f8dd02471,9194451,9.877727,2.062009,23:16:45 07-07-2022,71769
3722,62c6f8e900c2d,71769,8.937774,2.231201,23:16:57 07-07-2022,9801396
3723,62c6f8f5055cf,9801396,6.342214,2.698401,23:17:09 07-07-2022,1114885
3724,62c6f9010ba4c,1114885,7.339561,2.518879,23:17:21 07-07-2022,7322936
3725,62c6f90d155a5,7322936,10.25378,1.99432,23:17:33 07-07-2022,6986094
3726,62c6f91913dd1,6986094,7.738414,2.447085,23:17:45 07-07-2022,2451894
3727,62c6f92521752,2451894,8.76399,2.262482,23:17:57 07-07-2022,4088299
3728,62c6f9312084f,4088299,7.990695,2.401675,23:18:09 07-07-2022,4536893
3729,62c6f93d25822,4536893,6.622978,2.647864,23:18:21 07-07-2022,1259809
3730,62c6f94928950,1259809,8.252389,2.35457,23:18:33 07-07-2022,6008928
3731,62c6f955327de,6008928,10.13679,2.015378,23:18:45 07-07-2022,8439745
3732,62c6f9612fedb,8439745,9.108673,2.200439,23:18:57 07-07-2022,2810308
3733,62c6f96d39fc3,2810308,7.571497,2.47713,23:19:09 07-07-2022,5408441
3734,62c6f97938abe,5408441,7.582348,2.475177,23:19:21 07-07-2022,8191413
3735,62c6f9853be77,8191413,6.644849,2.643927,23:19:33 07-07-2022,4475203
3736,62c6f9913f2fb,4475203,6.452162,2.678611,23:19:45 07-07-2022,3888212
3737,62c6f99d41fd0,3888212,9.535926,2.123533,23:19:57 07-07-2022,5841005
3738,62c6f9a946a14,5841005,9.346036,2.157713,23:20:09 07-07-2022,3497312
3739,62c6f9b54b842,3497312,6.912138,2.595815,23:20:21 07-07-2022,06659877
3740,62c6f9c1504b2,06659877,6.468438,2.675681,23:20:33 07-07-2022,2494678
3741,62c6f9cd54d90,2494678,8.949981,2.229003,23:20:45 07-07-2022,7589527
3742,62c6f9d9623f1,7589527,9.245666,2.17578,23:20:57 07-07-2022,3055456
3743,62c6f9e55fcdc,3055456,10.02421,2.035641,23:21:09 07-07-2022,2192382
3744,62c6f9f164033,2192382,10.28633,1.988461,23:21:21 07-07-2022,1183417
3745,62c6f9fd6a903,1183417,10.27811,1.989941,23:21:33 07-07-2022,6766177
3746,62c6fa0971bc6,6766177,6.594498,2.65299,23:21:45 07-07-2022,3428457
3747,62c6fa1571e7c,3428457,6.659602,2.641272,23:21:57 07-07-2022,2966746
3748,62c6fa2180306,2966746,6.692324,2.635382,23:22:09 07-07-2022,8302116
3749,62c6fa2d82247,8302116,6.317797,2.702796,23:22:21 07-07-2022,7537348
3750,62c6fa398049b,7537348,6.256762,2.713783,23:22:33 07-07-2022,922641
3751,62c6fa4587798,922641,6.886534,2.600424,23:22:45 07-07-2022,8153564
3752,62c6fa518ab45,8153564,7.620326,2.468341,23:22:57 07-07-2022,8727336
3753,62c6fa5d93564,8727336,7.806146,2.434894,23:23:09 07-07-2022,9906271
3754,62c6fa69924fc,9906271,7.457562,2.497639,23:23:21 07-07-2022,8568015
3755,62c6fa7598b38,8568015,6.357133,2.695716,23:23:33 07-07-2022,8658419
3756,62c6fa81a2ee1,8658419,9.0896,2.203872,23:23:45 07-07-2022,5164809
3757,62c6fa8daa04e,5164809,8.962019,2.226836,23:23:57 07-07-2022,1244884
3758,62c6fa99a6422,1244884,6.619079,2.648566,23:24:09 07-07-2022,03182042
3759,62c6faa5ae3e5,03182042,7.172642,2.548924,23:24:21 07-07-2022,2786438
3760,62c6fab1b2fc1,2786438,9.644436,2.104002,23:24:33 07-07-2022,1883701
3761,62c6fabdb470f,1883701,9.584757,2.114744,23:24:45 07-07-2022,9984213
3762,62c6fac9b6a82,9984213,6.978683,2.583837,23:24:57 07-07-2022,7823104
3763,62c6fad5bcd2d,7823104,6.258118,2.713539,23:25:09 07-07-2022,2424026
3764,62c6fae1c5fff,2424026,6.313731,2.703528,23:25:21 07-07-2022,7230186
3765,62c6faedc4497,7230186,6.778027,2.619955,23:25:33 07-07-2022,3775517
3766,62c6faf9cab9f,3775517,7.533517,2.483967,23:25:45 07-07-2022,4284024
3767,62c6fb05cebd1,4284024,10.13832,2.015103,23:25:57 07-07-2022,4354231
3768,62c6fb11d8e09,4354231,9.652574,2.102537,23:26:09 07-07-2022,2031062
3769,62c6fb1dd7fbe,2031062,6.757513,2.623648,23:26:21 07-07-2022,7515204
3770,62c6fb29dc5a1,7515204,7.59998,2.472003,23:26:33 07-07-2022,02694547
3771,62c6fb35e109f,02694547,10.31761,1.98283,23:26:45 07-07-2022,6192253
3772,62c6fb41e6500,6192253,9.223965,2.179686,23:26:57 07-07-2022,9750605
3773,62c6fb4de8f74,9750605,6.294739,2.706947,23:27:09 07-07-2022,8426885
3774,62c6fb59f042d,8426885,6.330004,2.700599,23:27:21 07-07-2022,6903118
3775,62c6fb6606f93,6903118,6.8077,2.614614,23:27:34 07-07-2022,8181507
3776,62c6fb7203648,8181507,8.830536,2.250504,23:27:46 07-07-2022,5677434
3777,62c6fb7e12e12,5677434,9.576703,2.116193,23:27:58 07-07-2022,08413172
3778,62c6fb8a0e98e,08413172,9.484385,2.132811,23:28:10 07-07-2022,6139405
3779,62c6fb9614f5d,6139405,8.012482,2.397753,23:28:22 07-07-2022,5447894
3780,62c6fba219051,5447894,8.115566,2.379198,23:28:34 07-07-2022,8573709
3781,62c6fbae1cd37,8573709,10.19664,2.004604,23:28:46 07-07-2022,2397244
3782,62c6fbba2b815,2397244,8.504925,2.309114,23:28:58 07-07-2022,9210109
3783,62c6fbc6273b4,9210109,7.422297,2.503986,23:29:10 07-07-2022,9604723
3784,62c6fbd23055b,9604723,6.51854,2.666663,23:29:22 07-07-2022,4037204
3785,62c6fbde3409b,4037204,6.259475,2.713295,23:29:34 07-07-2022,8667437
3786,62c6fbea36615,8667437,8.563247,2.298615,23:29:46 07-07-2022,7237771
3787,62c6fbf63bf80,7237771,10.11916,2.018551,23:29:58 07-07-2022,2267413
3788,62c6fc023cd97,2267413,9.839749,2.068845,23:30:10 07-07-2022,2594895
3789,62c6fc0e417f5,2594895,8.671928,2.279053,23:30:22 07-07-2022,5518725
3790,62c6fc1a4c557,5518725,7.118473,2.558675,23:30:34 07-07-2022,4704595
3791,62c6fc264fa31,4704595,7.369398,2.513508,23:30:46 07-07-2022,09123981
3792,62c6fc325085e,09123981,6.240486,2.716712,23:30:58 07-07-2022,1446054
3793,62c6fc3e58cc9,1446054,6.822701,2.611914,23:31:10 07-07-2022,03159404
3794,62c6fc4a58330,03159404,9.181915,2.187255,23:31:22 07-07-2022,7429165
3795,62c6fc5665420,7429165,9.609171,2.110349,23:31:34 07-07-2022,09859312
3796,62c6fc6264efa,09859312,7.643386,2.46419,23:31:46 07-07-2022,8382334
3797,62c6fc6e677f4,8382334,6.354506,2.696189,23:31:58 07-07-2022,6288292
3798,62c6fc7a74f37,6288292,9.617309,2.108884,23:32:10 07-07-2022,4201995
3799,62c6fc86707bf,4201995,9.297208,2.166502,23:32:22 07-07-2022,9010381
3800,62c6fc927774a,9010381,6.308303,2.704505,23:32:34 07-07-2022,0898348
3801,62c6fc9e78253,0898348,7.789955,2.437808,23:32:46 07-07-2022,5388093
3802,62c6fcaa7cdb0,5388093,9.934695,2.051755,23:32:58 07-07-2022,9578335
3803,62c6fcb687493,9578335,8.044949,2.391909,23:33:10 07-07-2022,4189428
3804,62c6fcc286cdc,4189428,7.354396,2.516209,23:33:22 07-07-2022,1011444
3805,62c6fcce8c1ff,1011444,10.09619,2.022686,23:33:34 07-07-2022,4465392
3806,62c6fcda962ce,4465392,9.154789,2.192138,23:33:46 07-07-2022,6510116
3807,62c6fce6970d3,6510116,7.037093,2.573323,23:33:58 07-07-2022,7232858
3808,62c6fcf29c4aa,7232858,6.904169,2.59725,23:34:10 07-07-2022,6736268
3809,62c6fcfea2ebb,6736268,6.385616,2.690589,23:34:22 07-07-2022,565138
3810,62c6fd0aa6e01,565138,6.868819,2.603612,23:34:34 07-07-2022,8929079
3811,62c6fd16aedce,8929079,10.12204,2.018033,23:34:46 07-07-2022,0007321835
3812,62c6fd22af002,0007321835,9.107317,2.200683,23:34:58 07-07-2022,8430759
3813,62c6fd2eb23bb,8430759,6.386973,2.690345,23:35:10 07-07-2022,9231359
3814,62c6fd3ab5969,9231359,9.792362,2.077375,23:35:22 07-07-2022,01127768
3815,62c6fd46bb8b4,01127768,8.437023,2.321336,23:35:34 07-07-2022,7156812
3816,62c6fd52c3e75,7156812,6.321869,2.702064,23:35:46 07-07-2022,2265328
3817,62c6fd5ec9750,2265328,7.971622,2.405108,23:35:58 07-07-2022,4231691
3818,62c6fd6acf4ee,4231691,10.27955,1.989681,23:36:10 07-07-2022,7337132
3819,62c6fd76ccc02,7337132,9.4342,2.141844,23:36:22 07-07-2022,9945103
3820,62c6fd82d71e3,9945103,7.65559,2.461994,23:36:34 07-07-2022,9246606
3821,62c6fd8ed55e7,9246606,6.794136,2.617055,23:36:46 07-07-2022,2758957
3822,62c6fd9ae010c,2758957,9.009659,2.218261,23:36:58 07-07-2022,5033166
3823,62c6fda6dfe81,5033166,10.05973,2.029248,23:37:10 07-07-2022,4113021
3824,62c6fdb2e45e0,4113021,6.670619,2.639288,23:37:22 07-07-2022,4689653
3825,62c6fdbee97f9,4689653,9.122152,2.198013,23:37:34 07-07-2022,9169231
3826,62c6fdcaee10b,9169231,9.852129,2.066617,23:37:46 07-07-2022,4832181
3827,62c6fdd6f2d89,4832181,7.145599,2.553792,23:37:58 07-07-2022,8002455
3828,62c6fde304782,8002455,6.50633,2.66886,23:38:11 07-07-2022,0002806187
3829,62c6fdef09c3b,0002806187,6.76565,2.622183,23:38:23 07-07-2022,6558637
3830,62c6fdfb1504f,6558637,8.968969,2.225585,23:38:35 07-07-2022,08953058
3831,62c6fe0711285,08953058,10.06914,2.027554,23:38:47 07-07-2022,8211118
3832,62c6fe1319ca0,8211118,7.92152,2.414126,23:38:59 07-07-2022,718981
3833,62c6fe1f2087f,718981,6.195727,2.724769,23:39:11 07-07-2022,5701845
3834,62c6fe2b205fa,5701845,8.049103,2.391161,23:39:23 07-07-2022,1916974
3835,62c6fe372888e,1916974,9.731242,2.088376,23:39:35 07-07-2022,6166864
3836,62c6fe43285dc,6166864,10.29582,1.986752,23:39:47 07-07-2022,4609541
3837,62c6fe4f314d9,4609541,8.093777,2.38312,23:39:59 07-07-2022,5945928
3838,62c6fe5b371bc,5945928,7.795296,2.436847,23:40:11 07-07-2022,01989377
3839,62c6fe67375da,01989377,9.569834,2.11743,23:40:23 07-07-2022,9207362
3840,62c6fe733a90e,9207362,10.25378,1.99432,23:40:35 07-07-2022,01148033
3841,62c6fe7f41f72,01148033,9.921132,2.054196,23:40:47 07-07-2022,5158825
3842,62c6fe8b4b94c,5158825,6.780655,2.619482,23:40:59 07-07-2022,08529758
3843,62c6fe9754f5b,08529758,6.350352,2.696937,23:41:11 07-07-2022,8513725
3844,62c6fea34f0a9,8513725,6.503703,2.669333,23:41:23 07-07-2022,1360679
3845,62c6feaf551ec,1360679,9.407071,2.146727,23:41:35 07-07-2022,4064375
3846,62c6febb59b2b,4064375,10.10721,2.020702,23:41:47 07-07-2022,186579
3847,62c6fec75d077,186579,9.62409,2.107664,23:41:59 07-07-2022,5826644
3848,62c6fed368495,5826644,10.26598,1.992123,23:42:11 07-07-2022,2864866
3849,62c6fedf66297,2864866,10.05812,2.029538,23:42:23 07-07-2022,5594329
3850,62c6feeb6bc16,5594329,9.911638,2.055905,23:42:35 07-07-2022,6625552
3851,62c6fef76fc70,6625552,9.407071,2.146727,23:42:47 07-07-2022,1048574
3852,62c6ff037ad50,1048574,6.895946,2.59873,23:42:59 07-07-2022,199719
3853,62c6ff0f8061c,199719,7.373469,2.512775,23:43:11 07-07-2022,2251239
3854,62c6ff1b7d50a,2251239,10.21156,2.001919,23:43:23 07-07-2022,8861112
3855,62c6ff278aca8,8861112,8.49543,2.310822,23:43:35 07-07-2022,8704391
3856,62c6ff33862d8,8704391,8.865803,2.244155,23:43:47 07-07-2022,4681468
3857,62c6ff3f8a9e3,4681468,10.15188,2.012661,23:43:59 07-07-2022,8033143
3858,62c6ff4b96675,8033143,6.861953,2.604848,23:44:11 07-07-2022,8451429
3859,62c6ff5794fbd,8451429,8.924126,2.233657,23:44:23 07-07-2022,9757243
3860,62c6ff6399e4f,9757243,9.861623,2.064908,23:44:35 07-07-2022,2546538
3861,62c6ff6fa75d3,2546538,6.705887,2.63294,23:44:47 07-07-2022,7629691
3862,62c6ff7ba3c33,7629691,8.419473,2.324495,23:44:59 07-07-2022,1968726
3863,62c6ff87af6b4,1968726,10.22792,1.998974,23:45:11 07-07-2022,3622628
3864,62c6ff93ac23e,3622628,7.161876,2.550862,23:45:23 07-07-2022,9088264
3865,62c6ff9fb352c,9088264,6.24727,2.715491,23:45:35 07-07-2022,8465242
3866,62c6ffabb70cb,8465242,8.196949,2.364549,23:45:47 07-07-2022,05876446
3867,62c6ffb7b9c71,05876446,9.824829,2.071531,23:45:59 07-07-2022,4986584
3868,62c6ffc3c2806,4986584,9.568478,2.117674,23:46:11 07-07-2022,8477146
3869,62c6ffcfc2f33,8477146,9.794991,2.076902,23:46:23 07-07-2022,009441853
3870,62c6ffdbc786b,009441853,10.28633,1.988461,23:46:35 07-07-2022,447596
3871,62c6ffe7cb3ee,447596,9.776001,2.08032,23:46:47 07-07-2022,8589238
3872,62c6fff3d253e,8589238,9.521006,2.126219,23:46:59 07-07-2022,8498115
3873,62c6ffffdcd78,8498115,8.123616,2.377749,23:47:11 07-07-2022,7797379
3874,62c7000be45bc,7797379,9.119524,2.198486,23:47:23 07-07-2022,8840217
3875,62c70017dee28,8840217,10.27675,1.990185,23:47:35 07-07-2022,4285602
3876,62c70023e34b0,4285602,8.329869,2.340623,23:47:47 07-07-2022,5716328
3877,62c7002fe8057,5716328,6.844321,2.608022,23:47:59 07-07-2022,7929133
3878,62c7003bf3d32,7929133,6.18623,2.726479,23:48:11 07-07-2022,06483757
3879,62c7004802ace,06483757,6.753441,2.624381,23:48:24 07-07-2022,5483358
3880,62c70054041e3,5483358,7.141531,2.554524,23:48:36 07-07-2022,3877699
3881,62c7006007d7f,3877699,6.437157,2.681312,23:48:48 07-07-2022,9866482
3882,62c7006c0bd88,9866482,7.132036,2.556233,23:49:00 07-07-2022,7001563
3883,62c7007810654,7001563,7.925504,2.413409,23:49:12 07-07-2022,9770423
3884,62c70084137c1,9770423,8.99067,2.221679,23:49:24 07-07-2022,8152667
3885,62c700901b3db,8152667,9.808554,2.07446,23:49:36 07-07-2022,9318685
3886,62c7009c21a82,9318685,9.877727,2.062009,23:49:48 07-07-2022,1553799
3887,62c700a821340,1553799,10.15875,2.011425,23:50:00 07-07-2022,3460943
3888,62c700b427d36,3460943,7.473838,2.494709,23:50:12 07-07-2022,2132699
3889,62c700c02db82,2132699,6.212003,2.721839,23:50:24 07-07-2022,4346378
3890,62c700cc31b84,4346378,6.152321,2.732582,23:50:36 07-07-2022,1301304
3891,62c700d836438,1301304,8.504925,2.309114,23:50:48 07-07-2022,8400564
3892,62c700e439890,8400564,10.1518,2.012677,23:51:00 07-07-2022,9715818
3893,62c700f044e9a,9715818,7.528094,2.484943,23:51:12 07-07-2022,6903501
3894,62c700fc41133,6903501,6.848305,2.607305,23:51:24 07-07-2022,6858006
3895,62c701084b6e5,6858006,9.800501,2.07591,23:51:36 07-07-2022,245524
3896,62c7011451fef,245524,6.997587,2.580434,23:51:48 07-07-2022,9297129
3897,62c701204f2af,9297129,9.046197,2.211684,23:52:00 07-07-2022,5799615
3898,62c7012c55f8c,5799615,6.784552,2.618781,23:52:12 07-07-2022,8529495
3899,62c701385ec43,8529495,9.830424,2.070524,23:52:24 07-07-2022,2741499
3900,62c701446341b,2741499,6.667907,2.639777,23:52:36 07-07-2022,829026
3901,62c7015065bb4,829026,6.155034,2.732094,23:52:48 07-07-2022,8766088
3902,62c7015c6e5c2,8766088,6.646039,2.643713,23:53:00 07-07-2022,03128445
3903,62c7016871357,03128445,6.260834,2.71305,23:53:12 07-07-2022,2714469
3904,62c701746ea01,2714469,9.546862,2.121565,23:53:24 07-07-2022,6795894
3905,62c7018075852,6795894,7.112878,2.559682,23:53:36 07-07-2022,4081677
3906,62c7018c7b9c2,4081677,6.186233,2.726478,23:53:48 07-07-2022,6843163
3907,62c701988395f,6843163,9.774815,2.080533,23:54:00 07-07-2022,3896449
3908,62c701a482c8d,3896449,6.226923,2.719154,23:54:12 07-07-2022,8960377
3909,62c701b0882b0,8960377,10.02447,2.035596,23:54:24 07-07-2022,1447747
3910,62c701bc931f4,1447747,6.324581,2.701575,23:54:36 07-07-2022,8615428
3911,62c701c892096,8615428,9.876457,2.062238,23:54:48 07-07-2022,6645736
3912,62c701d49d7a4,6645736,7.004371,2.579213,23:55:00 07-07-2022,5619998
